event,action,duration,object,place,from,to,
event0_get_out_of_bed1_scene1,walk,5.52,Bed,Bedroom,None,None,
event1_get_out_of_bed1_scene1,sit,6.002999999999999,Bed,Bedroom,None,None,
event2_get_out_of_bed1_scene1,stand,6.141,None,None,None,None,
event3_get_out_of_bed1_scene1,walk,4.899,Pillow,Bedroom,None,None,
event4_get_out_of_bed1_scene1,grab,3.1049999999999995,Pillow,Bedroom,None,None,
event5_get_out_of_bed1_scene1,put,6.8309999999999995,Pillow,Bedroom,None,None,
event6_get_out_of_bed1_scene1,walk,8.28,Lightswitch,Bedroom,None,None,
event7_get_out_of_bed1_scene1,switchOn,6.693,Lightswitch,Bedroom,None,None,
event8_get_out_of_bed1_scene1,walk,8.072999999999999,Bathroom,None,Bedroom,Bathroom,
event0_place_wineglass1_scene1,walk,8.211,Wineglass,Kitchen,None,None,
event1_place_wineglass1_scene1,grab,3.1049999999999995,Wineglass,Kitchen,None,None,
event2_place_wineglass1_scene1,walk,5.796,Kitchentable,Kitchen,None,None,
event3_place_wineglass1_scene1,put,3.036,Wineglass,Kitchen,None,None,
event0_clean_slippers_scene1,walk,6.554999999999999,Slippers,Bedroom,None,None,
event1_clean_slippers_scene1,grab,3.1049999999999995,Slippers,Bedroom,None,None,
event2_clean_slippers_scene1,shake,14.351999999999999,Slippers,Bedroom,None,None,
event3_clean_slippers_scene1,walk,11.729999999999999,Bathroom,None,Bedroom,Bathroom,
event4_clean_slippers_scene1,walk,4.484999999999999,Faucet,Bathroom,None,None,
event5_clean_slippers_scene1,switchOn,3.381,Faucet,Bathroom,None,None,
event6_clean_slippers_scene1,switchOff,3.381,Faucet,Bathroom,None,None,
event7_clean_slippers_scene1,walk,10.971,Bedroom,None,Bathroom,Bedroom,
event8_clean_slippers_scene1,walk,9.177,Kitchen,None,Bedroom,Kitchen,
event9_clean_slippers_scene1,walk,4.760999999999999,Dishwashingliquid,Kitchen,None,None,
event10_clean_slippers_scene1,grab,3.1049999999999995,Dishwashingliquid,Kitchen,None,None,
event11_clean_slippers_scene1,walk,11.315999999999999,Bedroom,None,Kitchen,Bedroom,
event12_clean_slippers_scene1,walk,9.038999999999998,Bathroom,None,Bedroom,Bathroom,
event13_clean_slippers_scene1,walk,6.417,Sink,Bathroom,None,None,
event14_clean_slippers_scene1,pour,15.386999999999999,Dishwashingliquid,Bathroom,None,None,
event15_clean_slippers_scene1,walk,4.968,Bathroomcounter,Bathroom,None,None,
event16_clean_slippers_scene1,put,3.036,Dishwashingliquid,Bathroom,None,None,
event17_clean_slippers_scene1,walk,3.6569999999999996,Sink,Bathroom,None,None,
event18_clean_slippers_scene1,turnTo,0.0,Sink,Bathroom,None,None,
event19_clean_slippers_scene1,soak,15.042,Slippers,Bathroom,None,None,
event20_clean_slippers_scene1,rinse,16.422,Slippers,Bathroom,None,None,
event21_clean_slippers_scene1,put,3.036,Slippers,Bathroom,None,None,
event22_clean_slippers_scene1,switchOn,5.451,Faucet,Bathroom,None,None,
event23_clean_slippers_scene1,switchOff,3.381,Faucet,Bathroom,None,None,
event24_clean_slippers_scene1,grab,3.1049999999999995,Slippers,Bathroom,None,None,
event25_clean_slippers_scene1,walk,6.554999999999999,Floor,Bathroom,None,None,
event26_clean_slippers_scene1,put,3.036,Slippers,Bathroom,None,None,
event0_clean_fridge1_scene1,walk,4.209,Fridge,Kitchen,None,None,
event1_clean_fridge1_scene1,walk,4.14,Washingsponge,Kitchen,None,None,
event2_clean_fridge1_scene1,grab,3.1049999999999995,Washingsponge,Kitchen,None,None,
event3_clean_fridge1_scene1,walk,5.313,Fridge,Kitchen,None,None,
event4_clean_fridge1_scene1,open,3.3119999999999994,Fridge,Kitchen,None,None,
event5_clean_fridge1_scene1,wipe,18.215999999999998,Washingsponge,Kitchen,None,None,
event6_clean_fridge1_scene1,close,3.3119999999999994,Fridge,Kitchen,None,None,
event7_clean_fridge1_scene1,wipe,19.596,Washingsponge,Kitchen,None,None,
event0_relax_on_sofa_while_watching_television3_scene1,walk,7.175999999999999,Livingroom,None,Kitchen,Livingroom,
event1_relax_on_sofa_while_watching_television3_scene1,walk,3.1049999999999995,Tv,Livingroom,None,None,
event2_relax_on_sofa_while_watching_television3_scene1,switchOn,4.899,Tv,Livingroom,None,None,
event3_relax_on_sofa_while_watching_television3_scene1,walk,1.7249999999999999,Remotecontrol,Livingroom,None,None,
event4_relax_on_sofa_while_watching_television3_scene1,grab,3.1049999999999995,Remotecontrol,Livingroom,None,None,
event5_relax_on_sofa_while_watching_television3_scene1,walk,4.760999999999999,Sofa,Livingroom,None,None,
event6_relax_on_sofa_while_watching_television3_scene1,sit,7.245,Sofa,Livingroom,None,None,
event7_relax_on_sofa_while_watching_television3_scene1,stand,6.141,None,None,None,None,
event8_relax_on_sofa_while_watching_television3_scene1,switchOff,10.280999999999999,Tv,Livingroom,None,None,
event0_use_phone3_scene1,walk,5.313,Cellphone,Livingroom,None,None,
event1_use_phone3_scene1,grab,3.1049999999999995,Cellphone,Livingroom,None,None,
event2_use_phone3_scene1,walk,13.178999999999998,Kitchen,None,Livingroom,Kitchen,
event3_use_phone3_scene1,walk,8.831999999999999,Bedroom,None,Kitchen,Bedroom,
event4_use_phone3_scene1,walk,2.4149999999999996,Bed,Bedroom,None,None,
event5_use_phone3_scene1,sit,10.902,Bed,Bedroom,None,None,
event6_use_phone3_scene1,text,14.007,Cellphone,Bedroom,None,None,
event7_use_phone3_scene1,stand,5.933999999999999,None,None,None,None,
