event,action,duration,object,place,from,to,
event0_drink_milk1_scene2,walk,10.556999999999999,Kitchen,None,Bedroom,Kitchen,
event1_drink_milk1_scene2,walk,6.002999999999999,Milk,Kitchen,None,None,
event2_drink_milk1_scene2,grab,3.1049999999999995,Milk,Kitchen,None,None,
event3_drink_milk1_scene2,walk,4.553999999999999,Kitchentable,Kitchen,None,None,
event4_drink_milk1_scene2,put,3.036,Milk,Kitchen,None,None,
event5_drink_milk1_scene2,walk,2.2769999999999997,Waterglass,Kitchen,None,None,
event6_drink_milk1_scene2,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event7_drink_milk1_scene2,walk,1.449,Kitchentable,Kitchen,None,None,
event8_drink_milk1_scene2,put,3.036,Waterglass,Kitchen,None,None,
event9_drink_milk1_scene2,walk,1.311,Milk,Kitchen,None,None,
event10_drink_milk1_scene2,grab,3.1049999999999995,Milk,Kitchen,None,None,
event11_drink_milk1_scene2,walk,0.8969999999999999,Waterglass,Kitchen,None,None,
event12_drink_milk1_scene2,pour,15.593999999999998,Milk,Kitchen,None,None,
event13_drink_milk1_scene2,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event14_drink_milk1_scene2,drink,10.694999999999999,Waterglass,Kitchen,None,None,
event15_drink_milk1_scene2,put,6.209999999999999,Waterglass,Kitchen,None,None,
event16_drink_milk1_scene2,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event17_drink_milk1_scene2,drink,9.521999999999998,Waterglass,Kitchen,None,None,
event18_drink_milk1_scene2,put,8.211,Waterglass,Kitchen,None,None,
event19_drink_milk1_scene2,drink,10.626,Milk,Kitchen,None,None,
event0_make_bed1_scene2,walk,10.211999999999998,Bed,Bedroom,None,None,
event1_make_bed1_scene2,walk,9.107999999999999,Pillow,Bedroom,None,None,
event2_make_bed1_scene2,grab,3.1049999999999995,Pillow,Bedroom,None,None,
event3_make_bed1_scene2,throw,10.764,Pillow,Bedroom,None,None,
event4_make_bed1_scene2,shake,14.627999999999998,Pillow,Bedroom,None,None,
event5_make_bed1_scene2,put,6.348,Pillow,Bedroom,None,None,
event6_make_bed1_scene2,walk,10.556999999999999,Kitchen,None,Bedroom,Kitchen,
event0_relax_on_sofa1_scene2,walk,13.592999999999998,Livingroom,None,Kitchen,Livingroom,
event1_relax_on_sofa1_scene2,walk,4.899,Sofa,Livingroom,None,None,
event2_relax_on_sofa1_scene2,sit,5.864999999999999,Sofa,Livingroom,None,None,
event0_put_groceries_in_fridge18_scene2,walk,9.107999999999999,Chocolatesyrup,Kitchen,None,None,
event1_put_groceries_in_fridge18_scene2,grab,3.1049999999999995,Chocolatesyrup,Kitchen,None,None,
event2_put_groceries_in_fridge18_scene2,walk,5.382,Fridge,Kitchen,None,None,
event3_put_groceries_in_fridge18_scene2,open,3.3119999999999994,Fridge,Kitchen,None,None,
event4_put_groceries_in_fridge18_scene2,turnTo,0.0,Fridge,Kitchen,None,None,
event5_put_groceries_in_fridge18_scene2,putIn,3.036,Chocolatesyrup,Kitchen,None,None,
event6_put_groceries_in_fridge18_scene2,close,3.3119999999999994,Fridge,Kitchen,None,None,
event0_put_groceries_in_fridge18_scene2,walk,9.107999999999999,Chocolatesyrup,Kitchen,None,None,
event1_put_groceries_in_fridge18_scene2,grab,3.1049999999999995,Chocolatesyrup,Kitchen,None,None,
event2_put_groceries_in_fridge18_scene2,walk,5.382,Fridge,Kitchen,None,None,
event3_put_groceries_in_fridge18_scene2,open,3.3119999999999994,Fridge,Kitchen,None,None,
event4_put_groceries_in_fridge18_scene2,turnTo,0.0,Fridge,Kitchen,None,None,
event5_put_groceries_in_fridge18_scene2,putIn,3.036,Chocolatesyrup,Kitchen,None,None,
event6_put_groceries_in_fridge18_scene2,close,3.3119999999999994,Fridge,Kitchen,None,None,
event0_place_waterglass1_scene2,walk,5.796,Waterglass,Kitchen,None,None,
event1_place_waterglass1_scene2,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event2_place_waterglass1_scene2,walk,1.6559999999999997,Kitchentable,Kitchen,None,None,
event3_place_waterglass1_scene2,put,3.036,Waterglass,Kitchen,None,None,
event0_make_bed1_scene2,walk,10.211999999999998,Bed,Bedroom,None,None,
event1_make_bed1_scene2,walk,9.107999999999999,Pillow,Bedroom,None,None,
event2_make_bed1_scene2,grab,3.1049999999999995,Pillow,Bedroom,None,None,
event3_make_bed1_scene2,throw,10.764,Pillow,Bedroom,None,None,
event4_make_bed1_scene2,shake,14.627999999999998,Pillow,Bedroom,None,None,
event5_make_bed1_scene2,put,6.348,Pillow,Bedroom,None,None,
event6_make_bed1_scene2,walk,10.556999999999999,Kitchen,None,Bedroom,Kitchen,
event0_use_phone4_scene2,walk,5.726999999999999,Cellphone,Livingroom,None,None,
event1_use_phone4_scene2,grab,3.1049999999999995,Cellphone,Livingroom,None,None,
event2_use_phone4_scene2,walk,10.074,Sofa,Livingroom,None,None,
event3_use_phone4_scene2,sit,8.004,Sofa,Livingroom,None,None,
event4_use_phone4_scene2,text,13.386,Cellphone,Livingroom,None,None,
event5_use_phone4_scene2,stand,6.554999999999999,None,None,None,None,
event6_use_phone4_scene2,walk,0.0,Kitchen,Kitchen,None,None,
event7_use_phone4_scene2,walk,11.384999999999998,Milk,None,Livingroom,Kitchen,
event8_use_phone4_scene2,grab,3.1049999999999995,Milk,Kitchen,None,None,
event9_use_phone4_scene2,drink,11.246999999999998,Milk,Kitchen,None,None,
event0_put_away_groceries_from_fridge1_scene2,walk,8.693999999999999,Fridge,Kitchen,None,None,
event1_put_away_groceries_from_fridge1_scene2,open,3.381,Fridge,Kitchen,None,None,
event2_put_away_groceries_from_fridge1_scene2,find,3.1049999999999995,Alcohol,Kitchen,None,None,
event3_put_away_groceries_from_fridge1_scene2,grab,6.141,Alcohol,Kitchen,None,None,
event4_put_away_groceries_from_fridge1_scene2,walk,3.036,Kitchentable,Kitchen,None,None,
event5_put_away_groceries_from_fridge1_scene2,put,5.796,Alcohol,Kitchen,None,None,
event6_put_away_groceries_from_fridge1_scene2,walk,3.1049999999999995,Fridge,Kitchen,None,None,
event7_put_away_groceries_from_fridge1_scene2,find,3.3119999999999994,Wine,Kitchen,None,None,
event8_put_away_groceries_from_fridge1_scene2,grab,5.933999999999999,Wine,Kitchen,None,None,
event9_put_away_groceries_from_fridge1_scene2,close,3.036,Fridge,Kitchen,None,None,
event0_pick_up_dirty_waterglass1_scene2,walk,3.5879999999999996,Waterglass,Kitchen,None,None,
event1_pick_up_dirty_waterglass1_scene2,grab,3.1049999999999995,Waterglass,Kitchen,None,None,
event2_pick_up_dirty_waterglass1_scene2,walk,7.935,Sink,Kitchen,None,None,
event3_pick_up_dirty_waterglass1_scene2,pour,15.87,Waterglass,Kitchen,None,None,
event4_pick_up_dirty_waterglass1_scene2,put,3.036,Waterglass,Kitchen,None,None,
