event,action,duration,object,place,from,to,
event0_get_out_of_bed1_scene1,walk,5.52,Bed,Bedroom,None,None,
event1_get_out_of_bed1_scene1,sit,6.002999999999999,Bed,Bedroom,None,None,
event2_get_out_of_bed1_scene1,stand,6.141,None,None,None,None,
event3_get_out_of_bed1_scene1,walk,4.899,Pillow,Bedroom,None,None,
event4_get_out_of_bed1_scene1,grab,3.1049999999999995,Pillow,Bedroom,None,None,
event5_get_out_of_bed1_scene1,put,6.8309999999999995,Pillow,Bedroom,None,None,
event6_get_out_of_bed1_scene1,walk,8.28,Lightswitch,Bedroom,None,None,
event7_get_out_of_bed1_scene1,switchOn,6.693,Lightswitch,Bedroom,None,None,
event8_get_out_of_bed1_scene1,walk,8.072999999999999,Bathroom,None,Bedroom,Bathroom,
event0_put_slippers_in_closet1_scene1,walk,10.142999999999999,Slippers,Bedroom,None,None,
event1_put_slippers_in_closet1_scene1,grab,3.1049999999999995,Slippers,Bedroom,None,None,
event2_put_slippers_in_closet1_scene1,walk,9.591,Bathroom,None,Bedroom,Bathroom,
event3_put_slippers_in_closet1_scene1,walk,4.553999999999999,Sink,Bathroom,None,None,
event4_put_slippers_in_closet1_scene1,switchOn,6.141,Faucet,Bathroom,None,None,
event5_put_slippers_in_closet1_scene1,walk,5.382,Towel,Bathroom,None,None,
event6_put_slippers_in_closet1_scene1,grab,3.1049999999999995,Towel,Bathroom,None,None,
event7_put_slippers_in_closet1_scene1,walk,5.933999999999999,Sink,Bathroom,None,None,
event8_put_slippers_in_closet1_scene1,put,3.036,Towel,Bathroom,None,None,
event9_put_slippers_in_closet1_scene1,switchOff,5.175,Faucet,Bathroom,None,None,
event10_put_slippers_in_closet1_scene1,walk,2.484,Towel,Bathroom,None,None,
event11_put_slippers_in_closet1_scene1,grab,3.1049999999999995,Towel,Bathroom,None,None,
event12_put_slippers_in_closet1_scene1,walk,11.04,Bedroom,None,Bathroom,Bedroom,
event13_put_slippers_in_closet1_scene1,scrub,21.389999999999997,Towel,Bedroom,None,None,
event14_put_slippers_in_closet1_scene1,walk,5.864999999999999,Closet,Bedroom,None,None,
event15_put_slippers_in_closet1_scene1,putIn,3.036,Slippers,Bedroom,None,None,
event0_walk_with_memory_loss6_scene1,walk,9.107999999999999,Livingroom,None,Kitchen,Livingroom,
event1_walk_with_memory_loss6_scene1,walk,6.278999999999999,Sofa,Livingroom,None,None,
event2_walk_with_memory_loss6_scene1,walk,6.486,Tv,Livingroom,None,None,
event3_walk_with_memory_loss6_scene1,walk,9.453,Sofa,Livingroom,None,None,
event0_put_groceries_in_fridge13_scene1,walk,6.623999999999999,Alcohol,Kitchen,None,None,
event1_put_groceries_in_fridge13_scene1,grab,3.1049999999999995,Alcohol,Kitchen,None,None,
event2_put_groceries_in_fridge13_scene1,put,6.693,Alcohol,Kitchen,None,None,
event3_put_groceries_in_fridge13_scene1,walk,10.626,Bedroom,None,Kitchen,Bedroom,
event4_put_groceries_in_fridge13_scene1,walk,8.831999999999999,Bathroom,None,Bedroom,Bathroom,
event5_put_groceries_in_fridge13_scene1,walk,6.417,Towel,Bathroom,None,None,
event6_put_groceries_in_fridge13_scene1,grab,3.1049999999999995,Towel,Bathroom,None,None,
event7_put_groceries_in_fridge13_scene1,walk,10.419,Bedroom,None,Bathroom,Bedroom,
event8_put_groceries_in_fridge13_scene1,walk,9.038999999999998,Kitchen,None,Bedroom,Kitchen,
event9_put_groceries_in_fridge13_scene1,walk,4.002,Alcohol,Kitchen,None,None,
event10_put_groceries_in_fridge13_scene1,grab,3.1049999999999995,Alcohol,Kitchen,None,None,
event11_put_groceries_in_fridge13_scene1,scrub,20.906999999999996,Alcohol,Kitchen,None,None,
event12_put_groceries_in_fridge13_scene1,walk,4.968,Kitchentable,Kitchen,None,None,
event13_put_groceries_in_fridge13_scene1,put,3.036,Towel,Kitchen,None,None,
event14_put_groceries_in_fridge13_scene1,walk,7.727999999999999,Fridge,Kitchen,None,None,
event15_put_groceries_in_fridge13_scene1,open,3.3119999999999994,Fridge,Kitchen,None,None,
event16_put_groceries_in_fridge13_scene1,turnTo,0.0,Fridge,Kitchen,None,None,
event17_put_groceries_in_fridge13_scene1,putIn,3.036,Alcohol,Kitchen,None,None,
event18_put_groceries_in_fridge13_scene1,close,3.3119999999999994,Fridge,Kitchen,None,None,
event0_walk_with_memory_loss5_scene1,walk,8.831999999999999,Kitchen,None,Bedroom,Kitchen,
event1_walk_with_memory_loss5_scene1,walk,6.623999999999999,Kitchentable,Kitchen,None,None,
event2_walk_with_memory_loss5_scene1,walk,8.487,Fridge,Kitchen,None,None,
event3_walk_with_memory_loss5_scene1,walk,7.382999999999999,Kitchentable,Kitchen,None,None,
event0_put_groceries_in_fridge21_scene1,walk,5.5889999999999995,Plate,Kitchen,None,None,
event1_put_groceries_in_fridge21_scene1,grab,3.1049999999999995,Plate,Kitchen,None,None,
event2_put_groceries_in_fridge21_scene1,walk,5.382,Fridge,Kitchen,None,None,
event3_put_groceries_in_fridge21_scene1,open,3.3119999999999994,Fridge,Kitchen,None,None,
event4_put_groceries_in_fridge21_scene1,turnTo,0.0,Fridge,Kitchen,None,None,
event5_put_groceries_in_fridge21_scene1,putIn,3.036,Plate,Kitchen,None,None,
event6_put_groceries_in_fridge21_scene1,walk,6.002999999999999,Cupcake,Kitchen,None,None,
event7_put_groceries_in_fridge21_scene1,grab,3.1049999999999995,Cupcake,Kitchen,None,None,
